ShuttleLocation,ShuttleType,EngineType,EngineVendor,Engines,PassengerCapacity,CancellationPolicy,Crew,DCheckComplete,MoonClearanceComplete,Price,CompanyId,ShuttleId,ReviewScoresRating,ReviewScoresComfort,ReviewScoresAmenities,ReviewScoresTrip,ReviewScoresCrew,ReviewScoresLocation,ReviewScoresPrice,NumberOfReviews,ReviewsPerMonth,Id,CompanyRating,CompanyLocation,TotalFleetCount,IataApproved
Rwanda,Type V5,Plasma,ThetaBase Services,3,9,strict,5,False,False,2235,8338,46143,70,6,8,7,9,7,8,2,0.4,8338,0.75,Korea,2,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,4,moderate,3,False,False,2417,6020,69540,95,10,10,10,10,10,9,12,1.95,6020,1,Isle of Man,1,True
Uzbekistan,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1455,32025,22318,98,10,10,10,10,10,10,11,3.88,32025,1,Costa Rica,1,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,1585,29854,37334,100,10,10,10,10,10,10,9,1.72,29854,1,Russian Federation,1,True
Niue,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,3145,24349,33540,100,10,10,10,10,10,8,6,1.36,24349,1,Guinea,2,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1416,25503,59048,100,10,10,10,10,9,10,8,3.75,25503,1,Gambia,1,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,strict,4,True,False,2820,22174,19423,100,10,10,10,10,9,10,3,1.36,22174,1,Russian Federation,1,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1390,43350,50449,95,10,9,9,10,9,9,11,1.8,43350,1,Isle of Man,2,True
Faroe Islands,Type F5,Plasma,ThetaBase Services,4,8,flexible,6,False,False,2690,47497,607,100,10,10,10,10,10,10,1,0.25,47497,1,Micronesia,1,False
Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2417,657,43449,98,10,10,10,10,10,9,19,3.73,657,1,Marshall Islands,2,False
Anguilla,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1390,30658,72030,60,8,8,10,8,8,10,1,0.19,30658,1,United Kingdom,2,False
Malta,Type F5,Plasma,ThetaBase Services,4,7,strict,4,False,False,3210,35854,38906,97,10,10,10,10,10,8,6,1.18,35854,1,Mexico,1,False
Kenya,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1260,40090,75556,98,10,10,10,10,9,10,9,1.75,40090,1,Portugal,1,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,strict,3,False,False,3925,48339,70936,100,10,9,10,10,10,9,6,1.64,48339,1,Slovakia (Slovak Republic),2,False
Barbados,Type V5,Quantum,ThetaBase Services,3,7,moderate,4,True,False,3145,27289,12658,85,9,8,10,9,9,9,30,4.95,27289,0.99,Reunion,12,True
Barbados,Type G0,Plasma,ThetaBase Services,1,2,strict,2,False,False,2066,17789,48817,85,9,9,10,10,10,9,22,3.71,17789,0.94,Reunion,6,False
Nicaragua,Type V5,Plasma,ThetaBase Services,2,6,strict,2,True,False,3067,4446,55105,90,9,9,10,10,10,9,14,2.2,4446,1,Uganda,58,False
Malta,Type V2,Quantum,ThetaBase Services,3,6,strict,4,False,False,2820,40626,66576,80,8,8,8,8,8,6,1,0.28,40626,0.93,United Kingdom,5,True
Barbados,Type V5,Quantum,ThetaBase Services,1,4,moderate,2,True,False,2625,9345,36862,98,10,10,10,10,10,10,8,1.6,9345,1,Bosnia and Herzegovina,4,False
Sao Tome and Principe,Type L7,Plasma,ThetaBase Services,3,6,strict,3,False,False,4510,452,23453,96,10,10,10,10,9,9,5,1.26,452,1,Ghana,3,False
Malta,Type V5,Plasma,ThetaBase Services,0,4,flexible,1,True,False,2131,18591,72310,80,9,7,10,9,10,9,3,0.53,18591,1,Brazil,1,False
Gambia,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1286,37234,75553,98,10,10,10,10,9,10,13,2.03,37234,1,Gambia,1,False
United Kingdom,Type V5,Quantum,ThetaBase Services,1,1,strict,1,True,False,1637,10204,5941,94,10,10,10,9,10,9,25,4.12,10204,1,Nicaragua,5,True
Niue,Type V7,Plasma,ThetaBase Services,2,6,strict,3,True,False,1780,36768,52256,90,10,9,9,10,10,8,7,1.12,36768,1,Guinea,2,False
United Kingdom,Type F5,Plasma,ThetaBase Services,3,5,flexible,3,True,False,1260,12502,67375,93,10,9,10,9,10,10,11,1.88,12502,0.89,Denmark,1,False
Malta,Type F5,Plasma,ThetaBase Services,5,10,moderate,7,True,False,5030,7395,39131,97,10,9,10,10,9,10,6,1.32,7395,1,Niue,1,False
Malta,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1520,27650,15093,96,10,10,10,10,9,10,22,3.91,27650,1,Slovenia,1,True
Malta,Type V2,Quantum,ThetaBase Services,1,3,strict,2,True,False,1390,12491,45487,93,9,8,10,10,8,8,3,0.51,12491,1,Pakistan,3,False
Rwanda,Type V7,Plasma,ThetaBase Services,3,6,strict,3,False,False,2365,6894,39183,100,10,10,10,10,10,10,1,0.23,6894,0.8,Estonia,47,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,1897,4446,10407,94,10,9,10,10,10,9,7,1.12,4446,1,Uganda,58,False
Nicaragua,Type V5,Plasma,ThetaBase Services,3,9,strict,4,False,False,3587,24026,15651,89,9,9,10,10,10,9,13,2.48,24026,0.98,Cape Verde,69,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2157,47817,14386,100,10,10,10,10,9,9,13,3.28,47817,1,Saint Helena,2,False
Malta,Type V5,Plasma,ThetaBase Services,0,2,moderate,1,True,False,2170,13641,15967,82,9,9,9,9,8,8,10,1.69,13641,0.85,Mauritania,23,False
Russian Federation,Type V2,Plasma,ThetaBase Services,2,4,moderate,2,True,False,3795,921,20192,100,10,9,10,10,9,10,3,1.18,921,1,Finland,1,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,2,6,moderate,2,False,False,2040,38098,19109,91,10,9,10,9,9,9,15,2.76,38098,1,Zimbabwe,7,True
Malta,Type V5,Plasma,ThetaBase Services,1,3,strict,1,False,False,2170,28828,29880,98,10,10,9,10,9,9,11,2.08,28828,1,Isle of Man,198,True
Russian Federation,Type F5,Quantum,ThetaBase Services,4,2,moderate,1,False,False,1520,10157,58157,60,10,4,10,10,10,8,1,0.2,10157,0,Tonga,2,False
Gambia,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1325,27047,9930,100,10,10,10,10,10,10,2,0.36,27047,1,France,1,False
Faroe Islands,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1507,47658,49434,100,10,10,10,10,10,10,1,0.25,47658,1,Micronesia,3,False
Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1,2,moderate,1,True,False,1377,15943,22855,100,10,9,10,10,9,9,3,0.53,15943,1,Puerto Rico,2,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,flexible,1,True,False,4107,40977,44285,90,8,9,9,9,9,8,2,0.36,40977,1,Reunion,7,False
Malta,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,2131,26274,70270,96,9,9,10,10,9,9,5,1.22,26274,1,Niue,1,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,4,flexible,2,True,False,2495,36772,32745,100,10,10,10,10,9,10,8,1.33,36772,1,Lebanon,1,False
Kenya,Type F5,Plasma,ThetaBase Services,2,4,strict,2,True,False,1715,27597,11734,91,9,9,10,9,9,9,11,1.96,27597,1,Portugal,7,True
Anguilla,Type Z6,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1598,24103,19533,60,9,6,10,10,9,6,2,0.5,24103,1,United Kingdom,3,False
Russian Federation,Type F5,Plasma,ThetaBase Services,2,2,strict,1,False,False,2105,48241,45391,100,10,10,10,10,10,10,3,0.59,48241,0.33,Russian Federation,1,True
Uzbekistan,Type V5,Nuclear,ThetaBase Services,1,1,moderate,1,False,False,1052,13082,70447,100,8,8,10,8,6,8,1,0.18,13082,1,Kiribati,3,True
Nicaragua,Type V5,Plasma,ThetaBase Services,1,3,strict,2,False,False,1962,23281,22312,93,9,10,10,10,10,10,6,1.08,23281,1,Isle of Man,1,True
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,1,True,False,2196,1207,19857,86,9,9,10,10,10,9,11,1.74,1207,1,Nicaragua,7,False
Rwanda,Type F5,Quantum,ThetaBase Services,0,2,strict,1,False,False,2040,9852,54594,100,10,10,10,10,10,10,1,1,9852,1,Maldives,11,False
Isle of Man,Type V5,Quantum,ThetaBase Services,1,4,moderate,1,True,False,1923,8355,63278,100,10,10,10,10,10,10,1,0.65,8355,0.87,Togo,16,False
Isle of Man,Type F5,Plasma,ThetaBase Services,5,12,moderate,9,True,False,1637,8355,25205,87,9,10,9,9,10,8,6,0.99,8355,0.87,Togo,16,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,6,strict,1,True,False,3600,20165,66210,90,9,8,8,9,10,9,4,0.72,20165,0.94,Ukraine,30,False
Malta,Type G0,Plasma,ThetaBase Services,1,4,strict,2,False,False,2625,28051,72383,100,10,10,10,10,10,10,6,1.05,28051,1,Marshall Islands,1,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2430,13212,51117,100,10,10,10,10,10,10,1,0.38,13212,1,Zimbabwe,12,True
Brazil,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,True,False,1325,16790,37462,100,10,10,10,10,10,10,5,0.86,16790,1,Vanuatu,1,False
Rwanda,Type V5,Plasma,ThetaBase Services,3,6,flexible,3,True,False,3327,13641,16726,100,10,10,10,10,10,10,9,1.6,13641,0.85,Mauritania,23,False
Barbados,Type V5,Plasma,ThetaBase Services,2,5,flexible,2,True,False,4354,3524,72986,100,10,10,10,10,10,8,1,0.18,3524,1,Ghana,5,False
Micronesia,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1806,11744,35834,92,10,10,10,9,10,9,12,2.17,11744,1,Kenya,4,False
Barbados,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,1897,39952,6805,56,6,8,7,7,9,6,10,1.92,39952,1,Tonga,21,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,3470,18077,57977,96,10,9,10,10,10,10,5,0.89,18077,1,Sao Tome and Principe,139,False
Niue,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2170,28828,32226,93,10,10,10,10,9,9,12,2.07,28828,1,Isle of Man,198,True
Barbados,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,2157,39952,11162,76,9,8,8,8,10,8,10,1.8,39952,1,Tonga,21,False
Mexico,Type V5,Plasma,ThetaBase Services,1,5,strict,1,True,False,1650,665,4202,78,8,8,8,8,8,8,10,2.19,665,1,Greenland,2,True
Barbados,Type V5,Plasma,ThetaBase Services,2,6,flexible,2,True,False,4445,3524,23249,94,10,10,10,10,9,9,7,1.3,3524,1,Ghana,5,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,moderate,1,False,False,1975,6010,76513,100,10,9,10,10,10,10,2,0.48,6010,1,Isle of Man,1,True
Malta,Type F5,Quantum,ThetaBase Services,0,4,strict,3,False,False,1650,35948,71746,89,9,10,10,9,9,9,7,1.27,35948,1,Brazil,8,False
Guinea,Type F5,Plasma,ThetaBase Services,5,10,strict,5,False,False,10620,43798,69074,100,10,10,10,10,9,10,5,0.8,43798,1,El Salvador,4,True
Malta,Type V5,Plasma,ThetaBase Services,2,5,flexible,2,False,False,4770,37546,32295,87,10,9,9,10,9,7,3,1.25,37546,1,Rwanda,3,False
Barbados,Type V5,Plasma,ThetaBase Services,2,6,flexible,2,True,False,3405,3524,28638,100,10,10,10,10,10,9,2,0.37,3524,1,Ghana,5,False
Niue,Type V5,Quantum,ThetaBase Services,1,4,flexible,2,False,False,1273,32644,15192,92,9,8,10,10,8,9,6,0.96,32644,1,Niue,1,False
Wallis and Futuna,Type F5,Plasma,ThetaBase Services,4,10,strict,6,False,False,4575,41757,3882,100,10,8,9,10,10,10,2,0.58,41757,1,Malta,5,False
Malta,Type V5,Plasma,ThetaBase Services,2,4,moderate,3,True,False,1975,27652,69577,96,10,10,10,10,9,10,26,4.19,27652,1,El Salvador,5,False
Russian Federation,Type F5,Plasma,ThetaBase Services,3,6,strict,3,False,False,4770,2262,51208,98,10,10,10,10,10,10,13,2.31,2262,1,Tonga,1,False
Switzerland,Type F5,Quantum,ThetaBase Services,1,2,strict,1,True,False,1234,38207,48986,98,10,10,10,10,9,10,10,1.79,38207,1,Turks and Caicos Islands,2,True
Barbados,Type V5,Quantum,ThetaBase Services,2,4,strict,2,True,False,3080,42286,18930,95,10,9,10,10,10,10,12,2.12,42286,0.94,Vietnam,9,True
Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1364,32747,60324,90,9,9,10,10,10,10,2,0.48,32747,0.6,Malawi,1,False
Malta,Type V5,Plasma,ThetaBase Services,0,3,strict,1,False,False,1676,38021,12733,98,10,10,10,10,10,10,8,3.75,38021,1,Bahrain,2,False
Russian Federation,Type V5,Plasma,ThetaBase Services,2,6,strict,3,True,False,2469,36206,17480,60,7,7,7,6,8,6,7,1.34,36206,0.86,Russian Federation,10,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,3,moderate,3,False,False,3470,18077,11626,100,10,9,10,9,10,8,2,0.5,18077,1,Sao Tome and Principe,139,False
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1520,44970,25191,100,10,10,9,9,10,9,2,2,44970,0.91,Russian Federation,1,False
Rwanda,Type Z6,Plasma,ThetaBase Services,1,2,flexible,1,True,False,1897,24126,32283,100,10,9,10,10,10,9,3,0.55,24126,1,Turkmenistan,1,True
Micronesia,Type V5,Plasma,ThetaBase Services,4,8,flexible,4,False,False,2690,36716,65669,98,10,10,10,10,9,10,16,3.02,36716,1,Bosnia and Herzegovina,3,False
Rwanda,Type V5,Quantum,ThetaBase Services,0,1,flexible,1,False,False,1260,19298,19212,100,10,10,10,10,10,8,1,0.21,19298,0.89,Croatia,2,False
Nicaragua,Type V5,Plasma,ThetaBase Services,1,5,strict,3,True,False,2885,16573,68604,88,9,9,10,10,10,9,29,4.7,16573,1,Cuba,2,False
Anguilla,Type V5,Plasma,ThetaBase Services,1,3,moderate,2,True,False,2001,15332,38944,100,10,10,10,10,8,10,1,0.19,15332,1,Anguilla,9,False
Barbados,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,True,False,2807,49565,57456,89,10,8,10,9,10,9,23,4.26,49565,0.92,Uganda,14,False
Indonesia,Type F5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1585,886,4018,100,10,10,10,10,10,10,12,2.28,886,1,Faroe Islands,1,False
Malta,Type V5,Plasma,ThetaBase Services,1,3,strict,2,True,False,2300,36363,73350,95,10,9,10,10,10,10,15,2.69,36363,0.82,Marshall Islands,5,False
Nicaragua,Type G0,Plasma,ThetaBase Services,2,4,strict,2,False,False,4120,3274,15715,80,8,8,10,10,10,8,1,0.6,3274,0.86,Barbados,24,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,2235,1502,51878,88,10,8,10,10,10,9,19,3.33,1502,1,Uzbekistan,1,False
Nicaragua,Type G0,Plasma,ThetaBase Services,2,4,strict,2,False,False,3730,3274,20144,87,9,10,9,10,9,7,3,0.55,3274,0.86,Barbados,24,False
Indonesia,Type G0,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1520,32834,64228,97,10,9,10,10,10,10,6,1.15,32834,1,Faroe Islands,2,False
El Salvador,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1390,49341,27237,100,10,10,10,10,10,10,5,2.31,49341,1,Papua New Guinea,1,True
Malta,Type F5,Plasma,ThetaBase Services,5,10,strict,6,False,False,5030,13577,71471,95,10,10,10,10,10,10,13,2.57,13577,0.9,Brazil,2,False
Malta,Type V7,Plasma,ThetaBase Services,1,3,strict,2,True,False,1676,24338,55307,100,10,10,10,10,9,10,3,0.51,24338,1,El Salvador,2,False
Niue,Type V5,Quantum,ThetaBase Services,1,3,strict,2,True,False,1715,36768,9296,88,9,9,9,9,10,10,22,3.79,36768,1,Guinea,2,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1650,20015,36182,99,10,10,10,10,10,10,15,2.63,20015,1,Maldives,1,True
Costa Rica,Type V5,Plasma,ThetaBase Services,2,5,strict,2,False,False,1910,38021,14839,93,10,8,10,10,10,9,3,2.65,38021,1,Bahrain,2,False
Barbados,Type V5,Plasma,ThetaBase Services,2,7,strict,4,False,False,6330,10158,40744,100,10,8,10,10,10,8,1,0.55,10158,1,Ukraine,6,True
Indonesia,Type V5,Quantum,ThetaBase Services,1,2,strict,1,False,False,1273,22522,1589,100,10,10,10,10,10,10,5,1.35,22522,1,France,3,True
Barbados,Type V5,Plasma,ThetaBase Services,1,3,strict,1,False,False,3262,4267,35505,94,10,9,10,10,9,10,10,1.84,4267,1,Senegal,22,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,1715,43590,8538,86,9,9,7,9,8,8,7,1.21,43590,1,Costa Rica,9,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,4,flexible,1,False,False,1962,47514,64191,100,10,10,10,10,10,10,1,0.18,47514,1,Philippines,1,False
Nicaragua,Type G0,Plasma,ThetaBase Services,2,4,flexible,2,False,False,4380,3274,56772,100,10,10,10,10,10,8,1,0.19,3274,0.86,Barbados,24,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,True,False,2170,44338,15021,92,10,9,10,10,10,9,10,1.76,44338,1,Peru,2,True
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,1546,20283,6849,100,10,10,10,9,10,9,2,0.71,20283,1,Denmark,1,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,3158,24919,25318,96,10,10,10,10,10,9,5,0.95,24919,1,Estonia,4,False
Nicaragua,Type G0,Plasma,ThetaBase Services,1,2,flexible,1,True,False,3366,37646,60330,47,7,7,9,6,9,7,3,0.56,37646,1,Estonia,60,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,5,flexible,2,False,False,4120,37546,56625,70,6,6,9,9,10,7,3,0.63,37546,1,Rwanda,3,False
Indonesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,True,False,3210,25344,20794,100,10,10,10,10,10,10,4,0.67,25344,0.9,Faroe Islands,8,False
Malta,Type V5,Plasma,ThetaBase Services,1,3,moderate,2,False,False,1910,14393,105,97,10,10,10,10,10,10,12,2.07,14393,1,Indonesia,1,True
Russian Federation,Type V5,Plasma,ThetaBase Services,2,4,moderate,2,False,False,3327,14327,44087,100,10,10,10,10,10,8,1,0.22,14327,1,Gambia,2,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,2,False,False,1637,14327,37651,100,10,10,10,10,10,10,1,0.25,14327,1,Gambia,2,True
United Kingdom,Type F5,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1585,43642,27608,97,10,10,10,10,10,10,7,1.25,43642,0.9,Denmark,6,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1260,19298,48061,100,8,10,8,10,10,10,1,0.17,19298,0.89,Croatia,2,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,4,strict,2,False,False,2430,49300,4410,98,10,9,10,10,9,10,10,2,49300,1,Uzbekistan,1,False
Malta,Type F5,Plasma,ThetaBase Services,4,7,moderate,5,False,False,5420,18077,51266,100,10,10,10,10,10,10,1,0.2,18077,1,Sao Tome and Principe,139,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,6,strict,3,True,False,3990,27263,35916,100,10,10,10,10,10,10,1,0.75,27263,0.8,China,5,False
Barbados,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1325,1304,65659,96,10,10,10,10,10,10,63,10.56,1304,1,Montserrat,2,False
Russian Federation,Type F5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2534,36524,24863,96,9,10,10,10,10,9,16,2.82,36524,1,Saint Helena,8,True
Wallis and Futuna,Type E3,Quantum,ThetaBase Services,0,2,flexible,0,False,False,1910,7109,44116,100,10,10,10,10,10,10,19,3.41,7109,1,Malta,1,False
El Salvador,Type F5,Quantum,ThetaBase Services,1,3,flexible,1,False,False,1390,33933,992,100,10,10,10,10,10,10,1,0.22,33933,1,Papua New Guinea,3,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2430,28828,40235,96,10,9,10,10,9,10,5,0.9,28828,1,Isle of Man,198,True
Uzbekistan,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,3236,24919,46344,100,10,10,10,10,10,10,1,0.33,24919,1,Estonia,4,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,5,strict,2,True,False,7955,19958,43838,80,7,8,9,10,10,7,2,0.81,19958,1,Congo,40,True
Pakistan,Type F5,Quantum,ThetaBase Services,1,1,flexible,0,True,False,1390,48041,15050,99,10,10,10,10,10,10,30,5.03,48041,1,Cocos (Keeling) Islands,1,True
Faroe Islands,Type V5,Plasma,ThetaBase Services,2,4,moderate,3,False,False,2170,39998,61969,97,10,10,10,10,9,9,6,2.4,39998,1,Micronesia,4,True
Anguilla,Type V5,Plasma,ThetaBase Services,2,5,strict,2,False,False,2495,14473,49026,95,10,9,10,10,10,10,12,2.14,14473,1,Anguilla,1,False
Faroe Islands,Type V2,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1130,26558,67164,90,10,9,10,10,10,9,2,0.37,26558,1,Micronesia,2,True
Mexico,Type F5,Plasma,ThetaBase Services,4,9,strict,6,False,False,3470,35522,66496,100,10,10,10,10,10,10,1,0.23,35522,1,Kiribati,10,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,moderate,4,False,False,3210,27215,66519,100,10,9,10,10,10,9,7,1.44,27215,1,Reunion,1,True
Brazil,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,True,False,1130,21039,35004,97,10,10,9,10,9,10,15,2.92,21039,1,Vanuatu,1,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,3145,43942,45898,100,10,10,10,10,10,10,4,0.78,43942,1,Reunion,1,True
Sao Tome and Principe,Type V7,Plasma,ThetaBase Services,0,2,flexible,1,True,False,1689,17587,13191,98,10,10,10,10,10,10,8,1.9,17587,0.8,Peru,1,True
Estonia,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,1650,47051,68402,100,10,9,10,10,6,9,2,0.36,47051,1,Zimbabwe,1,True
Russian Federation,Type V5,Quantum,ThetaBase Services,1,2,flexible,1,True,False,1650,23662,52554,93,10,9,10,10,10,9,6,1.08,23662,1,Vanuatu,3,False
Costa Rica,Type V5,Plasma,ThetaBase Services,1,2,moderate,1,False,False,1585,36816,9171,98,10,10,10,10,10,10,9,1.96,36816,1,Svalbard & Jan Mayen Islands,1,False
United Kingdom,Type V5,Quantum,ThetaBase Services,0,1,flexible,1,False,False,1260,26878,2135,100,10,10,10,10,10,10,2,0.36,26878,0.8,Monaco,2,True
Barbados,Type F5,Plasma,ThetaBase Services,4,11,strict,5,False,False,7370,4330,16813,80,10,6,10,10,10,6,1,0.24,4330,0.94,Ukraine,60,True
Malta,Type V5,Plasma,ThetaBase Services,2,4,flexible,4,True,False,2885,18164,36961,100,10,9,10,10,10,10,2,0.8,18164,1,Marshall Islands,5,False
Russian Federation,Type V5,Plasma,ThetaBase Services,1,3,moderate,2,False,False,2170,27822,28983,100,10,10,10,10,10,10,2,0.44,27822,1,Russian Federation,2,False
Rwanda,Type V5,Plasma,ThetaBase Services,3,8,strict,4,True,False,1793,29123,65101,84,8,7,9,9,9,9,11,3.59,29123,1,Zimbabwe,16,True
Barbados,Type G0,Plasma,ThetaBase Services,1,2,strict,2,False,False,2066,17789,48863,95,9,9,10,10,10,9,13,2.28,17789,0.94,Reunion,6,False
Barbados,Type G0,Plasma,ThetaBase Services,1,4,flexible,3,False,False,2560,17789,68007,80,10,8,10,10,10,6,1,0.81,17789,0.94,Reunion,6,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1,2,moderate,1,True,False,1923,48791,14295,98,10,10,10,10,9,10,10,1.79,48791,0.97,Uzbekistan,5,True
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,strict,2,False,False,2430,24033,18787,80,10,10,10,10,9,9,5,0.85,24033,1,Uganda,45,False
Barbados,Type V5,Plasma,ThetaBase Services,2,6,strict,2,True,False,5420,49565,30892,80,7,7,10,8,10,6,2,0.43,49565,0.92,Uganda,14,False
Barbados,Type V5,Plasma,ThetaBase Services,1,4,strict,3,True,False,3145,3524,50708,98,10,10,10,10,10,10,12,2.35,3524,1,Ghana,5,False
Nicaragua,Type V5,Quantum,ThetaBase Services,1,2,moderate,0,True,False,2170,34723,34368,93,10,10,9,9,10,10,29,5.21,34723,1,Peru,12,False
Indonesia,Type V5,Quantum,ThetaBase Services,1,1,flexible,1,False,False,1260,35598,66400,100,10,10,10,10,8,10,1,0.63,35598,1,France,2,False
Rwanda,Type V5,Plasma,ThetaBase Services,1,4,strict,1,False,False,2365,42502,54358,94,10,10,9,10,9,9,14,2.47,42502,1,Philippines,2,False
Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1,2,flexible,1,False,False,1910,32398,61800,100,10,10,10,10,10,10,12,4.62,32398,1,Turkmenistan,1,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2,6,strict,2,False,False,2144,17445,19273,98,10,10,10,9,9,9,11,1.9,17445,1,Lebanon,1,False
Uzbekistan,Type V5,Plasma,ThetaBase Services,0,2,strict,1,True,False,1624,39358,23535,75,9,7,9,10,8,8,4,0.86,39358,1,Kiribati,2,False
Rwanda,Type V5,Quantum,ThetaBase Services,1,2,strict,1,True,False,4120,226,12484,93,10,9,10,10,10,10,10,1.85,226,1,Maldives,2,False
Anguilla,Type V7,Quantum,ThetaBase Services,1,2,flexible,1,False,False,1234,35036,31394,100,10,10,10,10,9,10,7,1.35,35036,1,Anguilla,1,False
Estonia,Type V5,Plasma,ThetaBase Services,0,4,strict,2,True,False,1624,44169,47528,86,8,8,9,9,8,8,10,1.72,44169,0.97,Portugal,39,False
Micronesia,Type V5,Plasma,ThetaBase Services,2,4,flexible,2,True,False,2560,27056,25009,99,10,10,10,10,10,10,16,4.32,27056,1,Kenya,4,False
Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,0,2,flexible,1,False,False,1715,12546,43194,98,10,10,10,10,10,10,11,2.5,12546,1,Lebanon,1,False
Malta,Type V5,Plasma,ThetaBase Services,1,2,strict,1,False,False,2820,37917,31373,87,8,10,8,9,9,10,4,1.45,37917,1,Nauru,1,False
United Kingdom,Type V5,Plasma,ThetaBase Services,1,2,strict,1,True,False,2430,19905,35453,96,10,9,9,9,9,9,14,5.92,19905,0.97,Monaco,8,False
Micronesia,Type V5,Plasma,ThetaBase Services,3,6,flexible,3,False,False,5030,18077,72779,100,10,10,10,10,10,10,1,0.35,18077,1,Sao Tome and Principe,139,False
United Kingdom,Type V5,Plasma,ThetaBase Services,3,6,moderate,3,False,False,3470,29552,71155,40,10,10,8,2,8,6,1,1,29552,1,Jersey,1,False
